date,geo,hashtags,id,text,type,username
2019-07-06 08:17:43+00:00,,,1147419338846007298,"FEMA’s role is to back the State Government on responding to the M7.1 earthquake. Cal OES is in the driver’s seat. FEMA can use our federal partners ( @USGS @USACEHQ etc) to also help the State. FEMA does not take over the operations, that only happens in Hollywood.",official,rabidmarmot
2019-07-06 08:14:31+00:00,,,1147418536639266817,Say some prayers tonight . Everyone be safe out there with all these earthquakes going on .,official,mariimoneyy
2019-07-06 07:58:45+00:00,,,1147414568290803712,"(The soul of Mexico ). State of Michoacán @angiemartinez This was a hour or so before your tweet you too stay safe Well received your stay safe honestly mad love have some demi A 5.50 magnitude earthquake has occurred near CA, United States at 03:47 UTC! http://earthquak.es/ci38457687 pic.twitter.com/5opZyqg1ne – at Savannah at Southport",official,EmperorHughes
2019-07-06 07:50:56+00:00,,,1147412602370347008,"West Coast Family A 4.80 magnitude earthquake has occurred near Ridgecrest, CA United States at 04:13 UTC! That's about the time of your tweet My West Coast family officials say more after shocks to come this 4.80 on Richter @angiemartinez East coast fam http://earthquak.es/us70004bqm pic.twitter.com/GnXGQ4fV2q – at Savannah at Southport",official,EmperorHughes
2019-07-06 07:41:47+00:00,,,1147410296446656512,"I slept through that earthquake like a baby, hope everyone is safe in SoCal",official,SabSilv
2019-07-06 07:38:36+00:00,,,1147409498098847744,Over 1400 aftershocks after a 6.6 earthquake July 4th and a 7.1 July 5th! Praying the activity stops extremely quick and that my friends and the babies (animals duh ) remain safe. I hate… https://www.instagram.com/p/BzkTSAgh9ZXCaezQiY8yD_O2firM0BYKwl9qkk0/?igshid=yo56myq4sdu9 …,official,AimeeSanders
2019-07-06 07:21:31+00:00,,#Survivor,1147405199109021696,You survived a huricane and now an earthquake #Survivor,official,VanessaSTP47
2019-07-06 07:21:29+00:00,,,1147405191139868672,Is The BIG ONE going to happen? 2 Earthquakes in 2 days..... Stay READY CALIFORNIA! Always (~*LOVE~),official,DrueRoyalty
2019-07-06 07:20:25+00:00,,,1147404920670134273,This is more of a “freight train” earthquake https://twitter.com/NBCLA/status/1147378585608622080 …,official,newsbabe1530
2019-07-06 07:13:36+00:00,,,1147403205128515586,This guy knows his stuff about earthquakes. The Richter Scale developed by Charles Richter in 1935 was used to measure earthquakes for decades. Scientists now use the moment magnitude scale. https://twitter.com/phaneritic/status/1147396889152634880 …,official,newsbabe1530
2019-07-06 07:09:25+00:00,,,1147402153968848902,This is the first year I’m not living in SoCal and 2 scary ass earthquakes happen,official,SugeilyLopez
2019-07-06 07:09:14+00:00,,,1147402107739185154,oh nvm my mom said she felt the earthquake i guess i was too involved in watching jojo to notice,official,mrpigeonz
2019-07-06 07:06:05+00:00,,,1147401313635856384,Watching @kwhudnut share his earthquake expertise from the Bakersfield news conference. Great person to follow for tips and information on earthquakes.,official,MediaBrandi
2019-07-06 07:04:10+00:00,,,1147400833056702465,"I know! When I was a reporter for AP in LA they made us study earthquakes. You’re much better with the math and magnitude. Point is, an earthquake greatly increases in intensity with each higher number. https://twitter.com/phaneritic/status/1147399676292767744 …",official,newsbabe1530
2019-07-06 06:58:47+00:00,,#apocalypse,1147399476107079680,Trip on some Tits & not the impending #apocalypse after deez earthquakes pic.twitter.com/V2pX354dLf,official,LaszloaBishop
2019-07-06 06:58:38+00:00,,,1147399439608250368,i’ve never experienced an earthquake but i’ve experienced terrible smoke and a real threat of wildfire and also flooding. welcome to california,official,mrpigeonz
2019-07-06 06:56:00+00:00,,,1147398777591848960,Lmfao what earthquake?,official,theysaydanny
2019-07-06 06:53:35+00:00,,,1147398168432136192,everyone in cali is joking about these earthquakes but when the real thing happens the only person who’s gonna be laughing is mother nature looking down at us like we clowns,official,sunflwrlily
2019-07-06 06:45:24+00:00,,,1147396106994610177,WE ARE LIVE with updates from the CA State leadership for Ridgecrest 2nd major earthquake. https://youtu.be/LEjtEDcqciM – at Office of Emergency Services,official,Cal_OES
2019-07-06 06:43:53+00:00,,,1147395727699501057,"L.A. EARTHQUAKE 7.1 ,..And DEMS ARE WORKING on who their gonna blame for it. GUESS WHO ! LOL . Watch !",official,okpoppa
2019-07-06 06:41:48+00:00,,,1147395201935106048,It would be good to be in a pool on a floatie when an earthquake hits. https://twitter.com/ny2socali/status/1147347734405378049 …,official,newsbabe1530
2019-07-06 06:30:53+00:00,,,1147392456180191233,Robust. Good word. To describe the economy but not a scary earthquake! https://twitter.com/karenbates/status/1147378342166794241 …,official,newsbabe1530
2019-07-06 06:20:03+00:00,,,1147389729479880706,I was a reporter in LA for 10 years. Sometimes I’d chase big number earthquakes in remote areas that caused no damage and smaller quakes in populated areas that were serious. A 7.1 in downtown LA would be devastating. https://twitter.com/kcraFinan/status/1147382229405798400 …,official,newsbabe1530
2019-07-06 06:17:01+00:00,,#KawhiWatch2019,1147388966380818433,That explains all the earthquakes then #KawhiWatch2019,official,johnrt89
2019-07-06 06:09:27+00:00,,#california #cali #californiaearthquake #earthquake #quake #safety #safetyfirst #survivalguide,1147387062984646656,just posted on youtube my thoughts on the current situation of earthquakes is Californians are in stay safe my friends #california #cali #californiaearthquake #earthquake #quake #safety #safetyfirst #survivalguide… https://www.instagram.com/p/BzkJFlAg3bd/?igshid=1tye16ukgrte2 …,official,SolTheReject
2019-07-06 06:05:06+00:00,,,1147385966555881477,That earthquake was PG13 and Kawhi ringing the Clippers lol,official,CallMeBiinX
2019-07-06 06:03:44+00:00,,,1147385623424032770,"So, while I didn't feel anything in my living room, my 8.5yo was in the kitchen &called out that the microwave looked like it was moving & she later told me it felt like she was slipping on the floor. We're in Sacramento. The Sacramento Bee reported the earthquake was felt here",official,Specneedsmom4
2019-07-06 05:58:58+00:00,,,1147384423093952512,The earthquakes were foreshocks of woj bombs https://twitter.com/wojespn/status/1147383639036092416 …,official,JeffKrisko
2019-07-06 05:48:11+00:00,,,1147381708414603264,That’s what our pool did during the 89 World Series Earthquake,official,andrealhoward
2019-07-06 05:34:31+00:00,,#earthquake,1147378270184173568,State leaders for emergency management are coordinating mutual aid and regional response from State Operations Center - focused on meeting the need in the Ridgecrest/Kern Co area. #earthquake @CAL_FIRE @theCaGuard @CHP_HQ @CaltransHQ @CAgovernor @GavinNewsompic.twitter.com/4xN7buWdkV – at Office of Emergency Services,official,Cal_OES
2019-07-06 05:31:14+00:00,,,1147377444560654337,These earthquakes got me thinking about this pic.twitter.com/Y0Or479f3y,official,LooksLikeVinny
2019-07-06 05:25:54+00:00,,,1147376102999904257,Just saying. Lol Also Ive never been in an earthquake,official,Hennyypapii
2019-07-06 05:25:15+00:00,,#Dateline #earthquake #postmates #oohboy #EarthquakeLA #sacramentopic,1147375938327339008,Have to stop watching #Dateline by myself at night... #earthquake #postmates #oohboy #EarthquakeLA #sacramentopic.twitter.com/XybtyLVjSb,official,jenarific
2019-07-06 05:23:46+00:00,,,1147375564220616715,everyone from norcal stfu about the earthquakes it’s not effecting u,official,sammmlol
2019-07-06 05:20:05+00:00,,,1147374636964859906,In Northern California earthquakes mean the lamp shake...that’s it...don’t freak out,official,missy_rose9
2019-07-06 05:17:40+00:00,,,1147374028149022720,"Tyler, The Creator: you make my earthquake the earth: alright BET",official,mikaelakenady
2019-07-06 05:14:58+00:00,,,1147373350685032453,"@kcraFinan thanks for the accurate and updated information you provide on the earthquakes/weather not only in the Sacramento area, but also across the State.",official,angie_novotny
2019-07-06 05:10:00+00:00,,,1147372098370670592,"@kcraFinan holy cow, 7.1 earthquakes are SCARY! I lived through the Loma Prieta earthquake in 1989. Depending on who you talk to, it registered 7.1 to 7.4 on the Richter scale.",official,angie_novotny
2019-07-06 05:06:04+00:00,,#toosoon #earthquake,1147371112486957056,I guess Zion was dunking so hard. He caused an earthquake! #toosoon #earthquake,official,Bassrunners
2019-07-06 05:03:51+00:00,,,1147370550873870337,7.1 earthquake,official,firebagger
2019-07-06 05:02:49+00:00,,,1147370293083553792,Damn earthquakes are scary,official,miIksosa
2019-07-06 05:01:25+00:00,,,1147369940971741184,"If California falls off into the ocean after another SoCal earthquake and you survive, be on the look out for big sharks. pic.twitter.com/6kMxFYZgGp",official,T64Pamela
2019-07-06 04:59:36+00:00,,,1147369484593721344,california is supposed to have a big ass earthquake let’s see if i survive the night,official,namtaecuIt
2019-07-06 04:57:31+00:00,,,1147368956816064512,i haven’t felt any of the earthquakes at all - im feeling left out :(,official,hoops_val_23
2019-07-06 04:54:30+00:00,,,1147368199152791552,I miss Kate Hutton. She was the Vin Scully of earthquakes https://twitter.com/cathleendecker/status/1147365636466782209 …,official,madrid_mike
2019-07-06 04:50:04+00:00,,,1147367083086209024,"sorry for causing an earthquake guys, i was shaking my ass too hard and accidentally broke the earth’s crust",official,raeuzumakii
2019-07-06 04:46:58+00:00,,#Earthquake,1147366303193169920,It seems my world lately is falling apart. Who cares what color the wine is at this point. #Earthquake,official,BrownskinCrazy
2019-07-06 04:43:59+00:00,,,1147365553121583104,Me rn I don’t think I even really know what an earthquake feels like lol https://twitter.com/CALLATAE/status/1147360394245099522 …,official,callieforrnia
2019-07-06 04:43:02+00:00,,,1147365314323070977,In Sacramento and felt the earthquake from Southern California. How crazy is that?!,official,muhikhwaja
2019-07-06 04:40:33+00:00,,,1147364688100855808,These earthquakes better stop before I get back to LA and have to work on a high rise on Monday,official,jazzlema
2019-07-06 04:32:38+00:00,,,1147362695718400000,"Only 13% of homeowners in California have earthquake insurance. Get @CalQuake covered, CA! You're homeowner's insurance doesn't cover earthquakes.",official,ctapio
2019-07-06 04:25:05+00:00,,#macktheadventurepug #cubertthepug,1147360796885823489,"It’s nice to know that these three will NOT, as a matter of fact, sense that an earthquake is coming and alert me. Nor will they care that one is happening @pugventurephoto #macktheadventurepug #cubertthepug… https://www.instagram.com/p/Bzj9IhjAgAF/?igshid=1ronmdnv53ddc …",official,kjrogers3
2019-07-06 04:22:36+00:00,,#Earthquake #EarthquakeInsurance #californiaearthquake #earthquakes,1147360172886695937,Got earthquake insurance for your property and personal belonging? Call us or visit our website: 8778517867 http://www.letsinsure.org #Earthquake #EarthquakeInsurance #californiaearthquake #earthquakes @California https://www.instagram.com/p/Bzj83ELH2qF/?igshid=u8jwpmz4e22q …,official,LetsInsure
2019-07-06 04:22:01+00:00,,,1147360023120474113,"when that hayward fault blow up, y’all definitely gon’ know what a earthquake feels like lmao",official,Kiwiuh
2019-07-06 04:21:03+00:00,,#JulyEarthquake,1147359780178034688,"I have family in the San Fernando Valley. They live in the same house today, as I did when I went to high school. I have @KNX1070 on my phone right now for earthquake updates. You can find this station on the @Radiodotcom app on your mobile and/or tablet device. #JulyEarthquake",official,SacTownBarnbaum
2019-07-06 04:18:05+00:00,,,1147359035030564864,Who in LA tryna fuck before y’all die from earthquakes,official,Lilvneck_
2019-07-06 04:16:09+00:00,,,1147358549468516352,"Earthquake Update from a @CBSSports Perspective: Many of you by now have heard that at approximately 8:23pm, a 7.1 Earthquake hit 11 miles from Ridgecrest, California. All remaining @NBASummerLeague games today have been cancelled, but the game goes on at @Dodgers Stadium in L.A.pic.twitter.com/Jto6Qaf4oU",official,SacTownBarnbaum
2019-07-06 04:13:38+00:00,,,1147357915554050050,Yeah but an earthquake 999/1000 isn’t gonna destroy your home. Odds wise it’s much safer. We’re chillin.,official,xcomatv
2019-07-06 04:08:03+00:00,,,1147356510441242626,We noticed the earthquake! This was about a minute after the pool water spilled over. There were waves in the shallow end. pic.twitter.com/JtrvxEkHA2 – at McKinley Village,official,SacGonzo
2019-07-06 04:03:50+00:00,,,1147355448196026368,Everybody talking about this earthquake that just happen.... I ain’t feel shit,official,THE_DavidMack
2019-07-06 04:03:49+00:00,,#earthquakes,1147355444865748993,Hope everyone in LA is okay. Those 7.1 earthquakes are scary and can cause a lot of damage. Was part of the Bay Area quake of 1989. #earthquakes,official,RFLRedZone
2019-07-06 04:03:07+00:00,,#earthquake #Ridgecrest,1147355268130336768,Came outside and saw the water in the pool calmly but strongly swaying back and forth. Watch how it rises and falls against the back tiles by at least 4 inches. This is what a 7.1 #earthquake in #Ridgecrest look like… https://www.instagram.com/p/Bzj6eXNnSxv/?igshid=rzpj1sa6mh0e …,official,ChicksWhoRock
2019-07-06 04:01:52+00:00,,,1147354952366321664,"People in our area and town are saying they felt it. We didn't feel it..Then again, I don't know what an earthquake feels like.",official,Plaidypus07
2019-07-06 03:59:42+00:00,,,1147354409396871168,I’ve never felt an earthquake in my life. I wish I was in SoCal for summer so I could’ve felt it lol,official,jaquij_
2019-07-06 03:57:07+00:00,,,1147353757123923968,I came to Cali with all this drip and they keep having earthquakes.,official,_AOwens
2019-07-06 03:56:48+00:00,,,1147353680846286848,This caused the Earthquake https://twitter.com/ringernba/status/1147331881890750465 …,official,Jeff_Brand
2019-07-06 03:55:14+00:00,,,1147353284367155202,all this earthquake shit got me scared.,official,DivineBrine
2019-07-06 03:51:09+00:00,,,1147352257446338561,fun fact: I’ve never felt an earthquake,official,BAAEDRIAN
2019-07-06 03:50:47+00:00,,,1147352165721104384,yeah wtf is with all the earthquakes i’m shook (lol) https://twitter.com/Voltron41/status/1147345360534114304 …,official,RattledStars
2019-07-06 03:48:44+00:00,,,1147351647279964161,I need to clear the accounts I follow...EVERY account yappin’ about earthquakes!,official,matthewjara
2019-07-06 03:46:51+00:00,,,1147351175290769409,Earthquake really felt in Sacramento?,official,pedrini9
2019-07-06 03:45:42+00:00,,,1147350886282215424,yo 2 big earthquakes so close in days is crazy!,official,alemunguiaxm
2019-07-06 03:43:12+00:00,,,1147350257421864962,Earthquake in LA. Felt in Sacramento. 400 miles away.,official,markpoletti
2019-07-06 03:40:45+00:00,,,1147349638803886080,“Game delayed due to earthquake” is crazy,official,CoachD3500
2019-07-06 03:39:12+00:00,,,1147349248012238849,apparently the norcal valley region is where you wanna be during an earthquake! both times i've been completely unaware until friends messaged me asking if i was okay x3 pic.twitter.com/IMRjRa5Oe8,official,Barc_en_Ciel
2019-07-06 03:35:43+00:00,,,1147348373239824385,the biggest earthquake in years and i didn’t feel it eye,official,sunflwrlily
2019-07-06 03:35:36+00:00,,,1147348342789115904,Why do I feel like these earthquakes have a weird connection to the closing of Kawhi’s decision?,official,MLHSCoachTelles
2019-07-06 03:34:29+00:00,,,1147348060768333824,EARTHQUAKE. And I'm on the 8th floor,official,chrisxherrera
2019-07-06 03:33:54+00:00,,,1147347917201522688,hey idk what’s going on but it is not normal for all these earthquakes..........,official,KTGOTBANDS
2019-07-06 03:33:48+00:00,,#earthquake #Sacramento #Aftershock,1147347890219520001,Wow I never felt an the aftershock of an earthquake like that before!!! That was freaky!!! #earthquake #Sacramento #Aftershock,official,Meagen_Goodwin
2019-07-06 03:33:23+00:00,,#Sacramento #earthquake,1147347786616016896,definitely felt it. #Sacramento #earthquake,official,Mr_Incognegro81
2019-07-06 03:33:07+00:00,,,1147347717003206656,Everyone on California twitter acting like they’ve never experienced a earthquake before pic.twitter.com/tTC8asvJWX,official,Kiwiuh
2019-07-06 03:33:04+00:00,,#EarthquakeLA,1147347706370637825,LA daughter just FaceTimed after new 7.1 earthquake. Said everyone’s nervous about getting more. #EarthquakeLA,official,newsbabe1530
2019-07-06 03:32:26+00:00,,#earthquake,1147347545015775232,Kawhi must’ve made his decision. #earthquake,official,gilbertgacilan
2019-07-06 03:32:21+00:00,,,1147347524279099393,I’d swear I felt that earthquake here in West Roseville - just before my sister in south LA county texted she got it.,official,Gossman1140
2019-07-06 03:31:17+00:00,,,1147347258733551616,@whitewinery earthquake!! Just felt it !!,official,monterolaw
2019-07-06 03:31:07+00:00,,#lingstitute2019,1147347215087591424,we are pretty sure the 7.1 earthquake even reached to davis! is that even possible? our light fixtures and curtains and such were swaying lightly! anybody else? #lingstitute2019,official,ryanlepic
2019-07-06 03:30:54+00:00,,#earthquake,1147347161568276481,Oh my god I felt that one here in Sacramento #earthquake,official,cchavesgabriela
2019-07-06 03:30:53+00:00,,,1147347155792748546,i hope everyone’s okay i didn’t feel the earthquake since i’m in sacramento it doesn’t hit that far,official,sunflwrlily
2019-07-06 03:29:14+00:00,,,1147346739789066240,I didn’t feel any earthquake wtff,official,cameronasti
2019-07-06 03:28:51+00:00,,,1147346644041527296,rather a earthquake than a tsunami or hurricane,official,Kiwiuh
2019-07-06 03:28:47+00:00,,,1147346626660327424,2 earthquakes in 2 days :/,official,AustinCoyle2358
2019-07-06 03:28:39+00:00,,,1147346596029317120,Back 2 back earthquakes in LA,official,ItsFredoYaBish
2019-07-06 03:28:33+00:00,,,1147346568606973952,Just felt an Earthquake that happened 300 miles away. My building was swaying,official,BoseQuinonez
2019-07-06 03:28:05+00:00,,,1147346452756103168,My whole twitter feed is about the earthquakes,official,Natsmakeupworld
2019-07-06 03:27:32+00:00,,,1147346314918682624,I didnt feel the earthquake in Sacramento but my mom did!,official,JeffKrisko
2019-07-06 03:27:09+00:00,,#earthquake #Sacramento,1147346217849913344,Anyone just feel an #earthquake in #Sacramento????????????,official,cchavesgabriela
2019-07-06 03:26:32+00:00,,,1147346060169191424,Shit you not.... in Sacramento and we just noticed all the chandeliers at Jodi’s parents house are swaying. Check Twitter. Big earthquake in LA. That’s crazy.,official,paulmitche11
2019-07-06 03:26:21+00:00,,,1147346016363958272,"Girl, what is up with all these earthquakes down south? We’re starting to feel left out in NorCal lol I don’t wanna jinx it now haha",official,RichieAguilar
2019-07-06 03:25:49+00:00,,,1147345882926288896,"Just felt an EARTHQUAKE in Sacramento, that doesn’t happen often!",official,Fetto12
2019-07-06 03:23:53+00:00,,,1147345394252206080,Damn Vegas hit with with a earthquake lol,official,KdubSoSolid
2019-07-06 03:23:36+00:00,,,1147345322164703232,Another earthquake in LA? that camera in dodgers game was shaking hella crazy,official,pedrini9
2019-07-06 03:22:49+00:00,,,1147345126257070080,Idk if we having an earthquake or if I need to put the blunt down,official,AmariaRosee
2019-07-06 03:20:07+00:00,,,1147344445454467072,LA had a another Earthquake,official,GHernandez916
2019-07-05 23:02:01+00:00,,,1147279492601307136,"How close is this to your beautiful blessed place of birth my lovely @angiemartinez Now this today A 1.10 magnitude earthquake has occurred near Ocotillo, CA at 22:50 UTC! http://earthquak.es/ci38455767 pic.twitter.com/JCzo4yVRSM – at Savannah at Southport",official,EmperorHughes
2019-07-05 22:48:44+00:00,,,1147276151108190211,"My Earthquake Alerts - Track Earthquakes Worldwide View and track earthquakes worldwide - including US, Nepal and Japan earthquakes, updated automatically. @DalaiLama @angiemartinez https://ktla.com/2019/07/05/magnitude-5-0-earthquake-rattles-socal/ … – at Savannah at Southport",official,EmperorHughes
2019-07-05 22:30:18+00:00,,,1147271511322943489,"210 earthquake hit California yesterday FAQ My Earthquake Alerts - Track Earthquakes Worldwide https://www.myearthquakealerts.com View & track worldwide - including US, Nepal & Japan earthquakes, updated automatically. @DalaiLama @angiemartinez @RoyalFamily @srm_tribe @JudgeJudy – at Savannah at Southport",official,EmperorHughes
2019-07-05 22:23:20+00:00,,,1147269760733683712,"Check 210 earthquakes in California My Earthquake Alerts - Track Earthquakes Worldwide https://www.myearthquakealerts.com View & track worldwide - including US, Nepal & Japan earthquakes, updated automatically. 87,000 killed in 210 major earthquakes in Turkey in 117 years @angiemartinez – at Deep Water Channel",official,EmperorHughes
2019-07-05 21:38:16+00:00,,,1147258416403927040,"210 earthquakes hit California Yesterday @angiemartinez NOTICE Form 211 important Itin Alert IRS Alert 3.4 earthquake! Fri Jul 05 10:59:56 PDT 2019 near 19km W of Searles Valley,CA https://earthquake.usgs.gov/earthquakes/eventpage/ci38453719 …pic.twitter.com/t817ePaLDs – at Deep Water Channel",official,EmperorHughes
2019-07-05 21:33:22+00:00,,,1147257182959751168,"Individual Taxpayer Identification Number may expire All ITINs not used on a federal tax return at least once in the last three years will expire on 12-31-2019 @angiemartinez 3.4 earthquake! Fri Jul 05 10:59:56 PDT 2019 near 19km W of Searles Valley, CA https://earthquake.usgs.gov/earthquakes/eventpage/ci38453719 …pic.twitter.com/XLxdhxKupv – at Deep Water Channel",official,EmperorHughes
2019-07-05 20:48:41+00:00,,#emergencymanagement,1147245941075914754,"Doing that #emergencymanagement thing. The M6.4 earthquake around Ridgecrest yesterday and the subsequent over 300 aftershocks certainly need to be treated with caution (earthquake country). As the pictures show,… https://www.instagram.com/p/BzjI5xAAFin/?igshid=1m1ml54n3tyac …",official,DoctorPlance
2019-07-05 16:06:36+00:00,,,1147174949976588288,"""Brain earthquake"" is a good way to describe what happens when I read the morning news these days.",official,MaeSChaplin
2019-07-05 13:48:59+00:00,,,1147140319999188992,I’m so happy I’m in sac right now smh I heard it was a earthquake in Vegas,official,Kingcoolcode
